taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Acacia acrionastes,"Distribution and occurrence: recorded at Pindari Dam, rare in N.S.W., more common in Qld. Grows in dry sclerophyll forest, in loamy clay on volcanic substrate.NSW subdivisions: NWS Other Australian states: QldThreatened species: NSW BCA: Endangered Closely related to Acacia adunca, A. betchei and A. floydii; differs from the latter two in having longer phyllodes with a gland below the middle but distant from the base, and from the former in having wider phyllodes and a more prominent gland.", recorded at pindari dam rare in nsw more common in qld grows in drysclerophyllforest in loamy clay on volcanic substrate  ,,,,,common rare,common rare,dry,drys,,,forest_dry_sclerophyll,drysclerophyllforest,,,volcanic,volcanic,clay loam volcanic,clay loamy volcanic,,
Acacia aculeatissima,Distribution and occurrence: south from Mt Imlay in the Eden district. Grows in eucalypt woodland in sedimentary-derived soils.NSW subdivisions: SC Other Australian states: Vic. The name refers to the prickly phyllodes. Acacia aculeatissima may be confused with A. brownii which has 5-merous flowers and spreading rather than mostly reflexed phyllodes., south from mt imlay in the eden district grows in eucalyptwoodland in sedimentaryderived soils  ,,,,,,,,,,,woodland_eucalypt,eucalyptwoodland,,,,,,,,
Acacia adunca,"Distribution and occurrence: from Torrington district and Bolivia Hill to the Qld border, also near Legume. Grows in dry sclerophyll forest, woodland and shrubland, chiefly on granite outcrops.NSW subdivisions: NC, NT, ?NWS Other Australian states: Qld The name refers to the very small but distinctly hooked ends of the phyllodes. Acacia adunca is similar to A. linearifolia, which has wider phyllodes with a slight bend at the gland and larger flower heads.", from torrington district and bolivia hill to the qld border also near legume grows in drysclerophyllforest woodland and shrubland chiefly on granite outcrops  ,,,,,,,dry,drys,hills rocky_outcrop,hill outcrops,forest_dry_sclerophyll shrubland woodland,drysclerophyllforest shrubland woodland,,,granitic,granite,,,,
Acacia alata,Distribution and occurrence: NSW subdivisions: ?CC Other Australian states: W.A.,   ,,,,,,,,,,,,,,,,,,,,
Acacia alata var. alata,"Distribution and occurrence: appears to be possibly in the early stages of naturalisation (status uncertain) with several plants recorded growing in a remnant of Blue Gum High Forest in Blackbutt Park/Reserve, Pymble (northern Sydney) in 2009 (probably introduced to area by cultivated plants); native to the SE of Western Australia.NSW subdivisions: ?CC Other Australian states: W.A.", appears to be possibly in the early stages of naturalisation status uncertain with several plants recorded growing in a remnant of blue gum high forest in blackbutt parkreserve pymble northern sydney in 2009 probably introduced to area by cultivated plants native to the se of western australia  ,,,,,,,,,,,cultivated forest,cultivated forest,,,,,,,,
Acacia alaticaulis,"Distribution and occurrence: restricted to the Howes Mtn area; rare. Grows in dry sclerophyll woodland or forest, on ridges and hillslopes, in sandy or sandy clay soil.NSW subdivisions: CC Closely related to Acacia terminalis and A. kulnurensis. Distinguished by its winged stems, almost sessile leaves and recurved pinnules. The species name refers to the winged branchlets.", restricted to the howes mtn area rare grows in drysclerophyllwoodland or forest on ridges and hillslopes in sandy or sandyclay soil  ,,,,,rare,rare,dry,drys,hills ridges,hills ridges,woodland_dry_sclerophyll forest,drysclerophyllwoodland forest,,,,,sand clay_sandy,sandy sandyclay,,
Acacia alpina,"Distribution and occurrence: south of Canberra. Grows in Snowgum communities and heath, on granite.NSW subdivisions: ST Other Australian states: Vic. The name is derived from Latin 'alpinis' (of the alps), refering to the habitat range from high montane to subalpine zones for the species.", south of canberra grows in snowgum communities and heath on granite  ,,,,,,,,,,,heath,heath,,,granitic,granite,,,,
Acacia amblygona,"Distribution and occurrence: north from Lake Cargelligo. Grows in dry sclerophyll forest, woodland and heath, chiefly in stony or sandy soils, often in dry creek beds.NSW subdivisions: NC, CC, NWS, CWS, SWS, NWP, SWP Other Australian states: Qld The name 'amblygona' means obtuse angle but its allusion to this species is not clear. Acacia amblygona has some similarity to A. pravifolia, which differs in phyllode and flower details. There are specimens intermediate between A. pravifolia and A. amblygona and hybrids between these species might exist. (T.M. Tame, Acacias of Southeast Australia, 1992).", north from lake cargelligo grows in drysclerophyllforest woodland and heath chiefly in stony or sandy soils often in dry creek beds  ,,,,,,,dry,drys,,,forest_dry_sclerophyll streams heath woodland,drysclerophyllforest creek heath woodland,,,,,sand stony,sandy stony,,
Acacia amoena,"Distribution and occurrence: chiefly on the ranges, west to Wellington district. Grows in dry sclerophyll forest and woodland, often in rocky sites.NSW subdivisions: CC, NT, CT, ST, CWS Other Australian states: Qld Vic. Plants with longer phyllodes may resemble Acacia hakeoides and it can also resemble A. chalkeri with which it may occur, however, both of these species have heads with more flowers. The name means lovely.", chiefly on the ranges west to wellington district grows in drysclerophyllforest and woodland often in rockysites  ,,,,,,,dry,drys,rocky,rockysites,forest_dry_sclerophyll woodland,drysclerophyllforest woodland,,,,,soil_rocky,rockysites rockys,,
Acacia aneura,"Distribution and occurrence: in New South Wales chiefly west from Nyngan and Griffith but as far east as the upper Hunter Valley. The status of plants in the Hunter Valley is uncertain; possibly introduced to the area. widespread, occurring in most vegetation communities in inland districts.NSW subdivisions: NWP, NFWP, SWP, SFWP Other Australian states: Qld W.A. N.T. S.A. One of a complex group of species also including Acacia brachystachya and A. ramulosa. It is a variable species, often difficult to distinguish from other Mulga species, particularly when pods are not available. Ten varieties were recognised by L. Pedley in the Flora of Australia Vol. 11B (2001) with var. aneura (A. aneura in Maslin & Reid 2012), var. intermedia (provisionally regarded as conspecific with the broadly circumscribed A. aneura in Maslin & Reid 2012), var. major and var. tenuis (A. aptaneura in Maslin & Reid 2012) reported for New South Wales. Further revisions of the group have followed; see B.R. Maslin & J.E. Reid, A taxonomic revision of Mulga (Acacia aneura and its close relatives: Fabaceae) in Western Australia. Nuytsia 22(4): 163-171, Figs 11-14 (2012) and B.R. Maslin, M. O'Leary, J. Reid & J.T. Miller, The type of Acacia aneura (Mulga: Fabaceae) and ambiguities concerning the application of this name. Nuytsia 22(4): 269-294, Figs 1-12 (2012).", in new south wales chiefly west from nyngan and griffith but as far east as the upper hunter valley the status of plants in the hunter valley is uncertain possibly introduced to the area widespread occurring in most vegetation communities in inland districts  ,,,,,widespread,widespread,,,valley,valley,,,,,,,,,,
Acacia aptaneura,"Distribution and occurrence: NSW subdivisions:  Other Australian states: W.A. N.T. S.A. Qld N.S.W. Taxonomy and description provided by B.R. Maslin & J.E. Reid, A taxonomic revision of Mulga (Acacia aneura and its close relatives: Fabaceae) in Western Australia. Nuytsia 22(4): 163-171, Figs 11-14 (2012). Occurrence in New South Wales requires further investigation.",   ,,,,,,,,,,,,,,,,,,,,
Acacia asparagoides,"Distribution and occurrence: Newnes Junction to Lawson, Blue Mtns. There is a single specimen (N. Perry 137) from Boonoo Boonoo River, North Coast, outside this distribution range. Grows in dry sclerophyll forest or occasionally heath on sandstone.NSW subdivisions: CT Name refers to the plant resembling some species of Asparagus.", newnes junction to lawson blue mtns there is a single specimen n perry 137 from boonoo boonoo river north coast outside this distribution range grows in drysclerophyllforest or occasionally heath on sandstone  ,,,,,,,dry,drys,,,forest_dry_sclerophyll heath streams,drysclerophyllforest heath river,,,sandstone,sandstone,sand,sands,,
Acacia aspera,"Distribution and occurrence: Grows in sclerophyll forest at higher altitudes; chiefly south from near Yass and west to Parkes, and in mallee in the West Wyalong district; dubiously recorded for Sutton Forest (CT).NSW subdivisions: ?CT, ST, CWS, SWS Other Australian states: Vic. Name is from the Latin asper, meaning rough, uneven, harsh, rugged; referring to the roughness of the branches and phyllodes caused by the prescence of short, erect, stiff hairs (N. Hall & L.A.S. Johnson, The Names of Acacias of New South Wales, 1993). Specimens in New South Wales are referable to subsp. aspera. Allan Cunningham referred the narrow phyllode forms, occurring in the Harvey Ranges near Peak Hill, to A. erythrocephala.", grows in sclerophyllforest at higher altitudes chiefly south from near yass and west to parkes and in mallee in the west wyalong district dubiously recorded for sutton forest ct  ,,,,,,,,,,,forest_sclerophyll mallee forest,sclerophyllforest sclerophyllforest mallee forest,,,,,,,,
Acacia atrox,"Distribution and occurrence: recorded from the Inverell and Moree areas; rare. The type subspecies grows in a eucalypt woodland-pasture area, on a hill crest and upper slope; subsp. planitiicola grows on a black soil plain.NSW subdivisions: NWS, NWPThreatened species: NSW BCA: Endangered The Latin atrox means atrocious, fierce, terrible, savage, harsh; referring to the fierce or severe character of the plant due to its prominent pungent-pointed foliage. The original description, which now relates mainly to subsp. atrox, can be found in P.G. Kodela, Telopea 9(2): 415–419 (2001). Listed as an ENDANGERED SPECIES on Part 1 of Schedule 1 of the NSW Threatened Species Conservation Act. Both subspecies are endemic to New South Wales with restricted distributions (only known from the type localities).", recorded from the inverell and moree areas rare the type subspecies grows in a eucalyptwoodlandpasture area on a hill crest and upper slope subsp planitiicola grows on a black soil plains  ,,,,,rare,rare,,,hills plains slopes,hill plains slope,plains,plains,black,black,,,,,,
Acacia atrox subsp. atrox,"Distribution and occurrence: recorded from the Inverell area; rare. Grows in eucalypt woodland-pasture area, on a hill crest and upper slope.NSW subdivisions: NWSThreatened species: NSW BCA: Endangered The species A. atrox is listed as endangered under the NSW Biodiversity Conservation Act 2016.", recorded from the inverell area rare grows in eucalyptwoodlandpasture area on a hill crest and upper slope  ,,,,,rare,rare,,,hills slopes,hill slope,,,,,,,,,,
Acacia atrox subsp. planitiicola,"Distribution and occurrence: localised population SSW of Moree; rare. Growing in clumps on 'black soil plain', in basalt-derived cracking clay loam. Groundcover of grasses, chenopods and other herbs. Nearby patches of small trees include Casuarina cristata, Acacia stenophylla and Alectryon oleifolius. For further details see Copeland & Kodela (2012).NSW subdivisions: NWPThreatened species: NSW BCA: Endangered Discovered by Dr Lachlan Copeland in May 2010 while undertaking vegetation surveys in Kirramingly Nature Reserve. This taxon with its unusual, sharply pungent-pointed, sessile, basally dilated phyllodes is closely related to typical Acacia atrox. Originally published as var. ""planiticola"".The species A. atrox is listed as endangered under the NSW Biodiversity Conservation Act 2016.", localised population ssw of moree rare growing in clumps on black soil plains in basaltderived cracking clay loam groundcover of grasses chenopods and other herbs nearby patches of small trees include casuarina cristata acacia stenophylla and alectryon oleifolius for further details see copeland  kodela 2012  ,,,,,localised rare,localised rare,,,plains,plains,chenopod_shrubland plains,chenopods plains,black,black,basaltic,basaltderived,clay loam,clay loam,,
Acacia aulacocarpa,"Distribution and occurrence: not common in NSW, recorded only in the Grafton district. Grows in sclerophyll woodland on sandstone.NSW subdivisions: NC Other Australian states: Qld The oblique to longitudinally oblique veins in the pod are more prominently raised than in Acacia disparrima.", notcommon in nsw recorded only in the grafton district grows in sclerophyll woodland on sandstone  ,XX,notcommon,,,,,,,,,sclerophyll woodland,sclerophyll woodland,,,sandstone,sandstone,sand,sands,,
Acacia aureocrinita,"Distribution and occurrence: from east of Cooma to Shoalhaven River. Grows in Eucalyptus woodland often on ridge crests and steep valley sides, mostly in stony clays.NSW subdivisions: ST Similar to Acacia uncinata, but distinguished by its lower, much-branched, bushy habit and smaller elliptic phyllodes.", from east of cooma to shoalhaven river grows in eucalyptus woodland often on ridge crests and steep valley sides mostly in stony clays  ,,,,,,,,,ridges valley,ridge valley,streams woodland,river woodland,,,,,clay stony,clays stony,,
Acacia ausfeldii,"Distribution and occurrence: north from Mudgee, in Mudgee - Ulan - Gulgong area, predominantly in the northern part of the Central Western Slopes. Grows in eucalypt woodland in sandy soil; often in remnant roadside patches of woodland.NSW subdivisions: CWS Other Australian states: Vic.Threatened species: NSW BCA: Vulnerable May be confused with Acacia verniciflua, e.g. due to similar characteristics of the branchlets (longitudinally banded with discontinous, crenulated 'resin ribs' inbetween) and when there are phyllodes with two longitudinal veins. Acacia ausfeldii usually differs by having a single longitudinal vein or only some phyllodes with a less pronounced secondary longitudinally vein, slightly finer punctae, more densely hairy peduncles with the white hairs more loosely spreading (the hairs are often masked by resin in Acacia verniciflua) and being less viscid (sticky). Acacia leprosa is usually distinguished by its branchlets having ± appressed hairy branchlets.", north from mudgee in mudgee  ulan  gulgong area predominantly in the northern part of the central western slopes grows in eucalyptwoodland in sandy soil often in remnant roadsides patches of woodland  ,,,,,,,,,slopes,slopes,woodland_eucalypt roadside woodland,eucalyptwoodland roadsides woodland,,,,,sand,sandy,,
Acacia baeuerlenii,"Distribution and occurrence: north from near Red Rock and Gibraltar Ra. National Park. Grows in dry sclerophyll forest in sandy soils.NSW subdivisions: NC, NT Other Australian states: Qld May be confused with Acacia tessellata which has glabrous peduncles and legumes, and with A. venulosa which has smaller bright yellow flowers and generally shorter phyllodes. Named after William (Wilhelm) Baeuerlen (1840-1917) who collected in New South Wales and Victoria and collected the type.", north from near red rock and gibraltar ra national park grows in drysclerophyllforest in sandy soils  ,,,,,,,dry,drys,,,forest_dry_sclerophyll,drysclerophyllforest,red,red,,,sand,sandy,,
Acacia baileyana,"Distribution and occurrence: endemic to the Temora-Cootamundra district; widely cultivated, often naturalised (e.g. roadsides, near rail lines, disturbed bushland). Grows in eucalypt open forest, woodland and mallee communities, on granite, porphyry, slate and sedimentary rock parent material; creek flats to hilly country.NSW subdivisions: ?NC, *CC, *NT, *CT, *ST, *NWS, CWS, SWS Named after Frederick Manson Bailey (1827-1915), a former Queensland Colonial Botanist, who collected the type specimen. Acacia baileyana hybridises with other species, including A. decurrens, A. dealbata, A. leucoclada, A. pubescens, and A. spectabilis. Cootamundra Wattle often escapes into natural areas and should not be planted near bushland (see WattleWeb Gardening with Wattles and Weeds in Australia). The commercially available cultivar, A. baileyana 'Purpurea', has attractive purplish young foliage.", endemic to the temoracootamundra district widely cultivated often naturalised eg roadsidess near rail lines disturbed bushland grows in eucalypt openforest woodland and mallee communities on granite porphyry slate and sedimentary rock parent material creek flats to hilly country  ,,,,,,,,,flats hills,flats hilly,forest_open streams cultivated disturbed mallee roadside woodland,openforest creek cultivated disturbed mallee roadsidess woodland,,,granitic porphyry,granite porphyry,,,,
Acacia bakeri,"Distribution and occurrence: north from Mullumbimby area; rare. Grows in wet sclerophyll eucalypt forest and rainforest.NSW subdivisions: NC Other Australian states: QldThreatened species: NSW BCA: Vulnerable Similar to Acacia binervata, which usually has 2 main phyllode veins and 5-merous glabrous flowers. Named in honour of Richard Thomas Baker (1854-1941), who was a member of the Sydney Technological Museum staff, and the collector of the type.", north from mullumbimby area rare grows in wetsclerophyll eucalyptforest and rainforest  ,,,,,rare,rare,wet,wets,,,forest_eucalyptus rainforest wet_sclerophyll,eucalyptforest rainforest wetsclerophyll rainforest,,,,,,,,
Acacia barringtonensis,"Distribution and occurrence: from Barrington Tops National Park to Boonoo Boonoo area. Grows in dry sclerophyll forest and woodland, usually by streams or on margins of swamps.NSW subdivisions: NC, NT The name refers to Barrington Tops on the Mount Royal Range, west of Gloucester. Acacia barringtonensis is related to A. clunies-rossiae, A. caesiella and A. dorothea. Atypical specimens and/or intermediates with A. caesiella occur in the Gibraltar Range.", from barrington tops national park to boonoo boonoo area grows in drysclerophyllforest and woodland usually by streams or on margins of swamps  ,,,,,,,wet dry,swamps drys,,,forest_dry_sclerophyll streams swamp woodland,drysclerophyllforest streams swamps woodland,,,,,,,,
Acacia baueri,"Distribution and occurrence: north from the Illawarra region. Grows in coastal heath and on sandstone plateaus in exposed, rocky or damp areas.NSW subdivisions: NC, CC, CT Other Australian states: Qld Named after botanical artist Ferdinand Lukas Bauer (1760-1826) who in 1801 was appointed botanical draughtsman to Flinder's expedition. Intermediates between the subspecies have been recorded from La Perouse, near Mt Keira and near East Kangaloon.", north from the illawarra region grows in coastalheath and on sandstone plateaus in exposed rocky or damp areas  ,,,,,,,damp,damp,plateaus,plateaus,heath_coastal,coastalheath,,,sandstone,sandstone,soil_rocky sand,rocky sands,,
Acacia baueri subsp. aspera,"Distribution and occurrence: chiefly in the Blue Mountains, but also near Mount Keira and reported from Royal National Park; rare. Grows in low heath, often on exposed sandstone ridges.NSW subdivisions: CC, CTThreatened species: NSW BCA: Vulnerable", chiefly in the blue mountains but also near mount keira and reported from royal national park rare grows in low heath often on exposed sandstone ridges  ,,,,,rare,rare,,,mountains ridges,mountains ridges,heath,heath,,,sandstone,sandstone,sand,sands,,
Acacia baueri subsp. baueri,"Distribution and occurrence: chiefly north from Botany Bay; rare in the Sydney area. Most populations in the Sydney region recorded in the 1890s from La Perouse, Centennial Park, Rose Bay and Belleview Hill have probably disappeared as a result of development pressures. The last Sydney record is from Botany Bay in 1911. Main extant populations occur north of Port Stephens, with a recent collection (March 2021) from Norah Head where it is rare. Grows in wet sandy heath on the coast and adjacent plateaus.NSW subdivisions: NC, CC Other Australian states: Qld Uncommon to rare; requires assessment as a vulnerable or threatened species; vulnerable to possible disturbance in its coastal habitats.", chiefly north from botany bay rare in the sydney area most populations in the sydney region recorded in the 1890s from la perouse centennial park rose bay and belleview hill have probably disappeared as a result of development pressures the last sydney record is from botany bay in 1911 main extant populations occur north of port stephens with a recent collection march 2021 from norah head where it is rare grows in wet sandy heath on the coast and adjacent plateaus  ,,,,,rare,rare,wet,wet,hills plateaus,hill plateaus,heath,heath,,,,,sand,sandy,,
Acacia beadleana,"Distribution and occurrence: confined to Gibraltar Range National Park. Grows in dry sclerophyll forest, woodland and heath.NSW subdivisions: NT The name honours Professor Noel Charles William Beadle (1914-1998), foundation Professor of Botany at the University of New England, noted ecologist and taxonomist. Previously included with the related species Acacia brunioides. Most closely related to A. gordonii.", confined to gibraltar range national park grows in drysclerophyllforest woodland and heath  ,,,,,,,dry,drys,,,forest_dry_sclerophyll heath woodland,drysclerophyllforest heath woodland,,,,,,,,
Acacia beckleri,"Distribution and occurrence: Eyre Peninsula, S.A., to western N.S.W.NSW subdivisions: ?CWS, ?NWP, ?SWP, NFWP, SFWP Other Australian states: S.A. Named after Hermann Hans Beckler, a medical man from Germany, who was an able botanist and medical officer on the Burke and Wills expedition (N. Hall & L.A.S. Johnson, The Names of Acacias of New South Wales, 1993). He collected the type specimen of Acacia beckleri.", eyre peninsula sa to western nsw  ,,,,,,,,,,,,,,,,,,,,
Acacia beckleri subsp. beckleri,"Distribution and occurrence: White Cliffs to Broken Hill region and Manara Hills northwest of Ivanhoe; uncommon. Grows in dry sclerophyll forest, woodland and shrubland, often on rocky outcrops.NSW subdivisions: ?CWS, ?NWP, ?SWP, NFWP, SFWP Other Australian states: S.A. Acacia beckleri is superficially similar to A. notabilis which has shorter and wider phyllodes and to A. gladiiformis. There are doubtful records from the Dubbo (CWS) and Cobar (NWP) areas which were probably cultivated or naturalised; there is a single uncertain record from Jerilderie (SWP). A. beckleri subsp. megaspherica O'Leary (from the Flinders Ranges, S.A.) has larger flower heads (74-140 flowers per head) and thicker peduncles (2-4 mm wide).", white cliffs to broken hill region and manara hills northwest of ivanhoe uncommon grows in drysclerophyllforest woodland and shrubland often on rocky outcrops  ,,,,,uncommon,uncommon,dry,drys,cliff hills rocky_outcrop,cliffs hill outcrops,forest_dry_sclerophyll shrubland cliffs woodland,drysclerophyllforest shrubland cliffs cliffs woodland,white,white,,,soil_rocky,rocky,,
Acacia betchei,"Distribution and occurrence: chiefly in the Torrington district and the Granite Belt in Qld. Grows in dry sclerophyll forest, woodland and heath, on granite outcrops.NSW subdivisions: NT, NWS, CWS Other Australian states: Qld Named after Ernst Betche (1851-1913) who was a collector and botanical assistant at the Botanic Gardens in Sydney, and collaborated on several books on the flora of New South Wales. Acacia betchei is similar to A. adunca, which has a gland below the margin centre.", chiefly in the torrington district and the granite belt in qld grows in drysclerophyllforest woodland and heath on granite outcrops  ,,,,,,,dry,drys,rocky_outcrop,outcrops,forest_dry_sclerophyll heath woodland,drysclerophyllforest heath woodland,,,granitic,granite,,,,
Acacia binervata,"Distribution and occurrence: north from Narooma area and west to Mittagong and Tenterfield areas. Grows in wet or dry sclerophyll forest and in rainforest, in sandy or basaltic soils.NSW subdivisions: NC, CC, SC, NT, CT Other Australian states: Qld The name refers to the two main longitudinal veins of the phyllodes.", north from narooma area and west to mittagong and tenterfield areas grows in wet or drysclerophyllforest and in rainforest in sandy or basaltic soils  ,,,,,,,dry wet,drys wet,,,forest_dry_sclerophyll rainforest,drysclerophyllforest rainforest rainforest,,,basaltic,basaltic,sand,sandy,,
Acacia binervia,"Distribution and occurrence: south from the Hunter Valley (Murrurundi area) and inland to Bungonia. Grows in dry sclerophyll forest or heath on rocky slopes, often near streams.NSW subdivisions: NC, CC, SC, CT, ST, CWS Other Australian states: Vic. The name refers to the phyllodes having 2, or more usually 3-5, more or less prominent longitudinal veins. The foliage is reported to be toxic to stock, the phyllodes containing a glucoside which may produce prussic acid when severed.", south from the hunter valley murrurundi area and inland to bungonia grows in drysclerophyllforest or heath on rockyslopes often near streams  ,,,,,,,dry,drys,slopes_rocky valley,rockyslopes valley,forest_dry_sclerophyll heath streams,drysclerophyllforest heath streams,,,,,soil_rocky,rockys,,
Acacia blakei,"Distribution and occurrence: mainly occurs in northern coastal and tableland regions. Grows in dry sclerophyll forest and woodland.NSW subdivisions: NC, CC, NT, CT, CWS Other Australian states: Qld Named after Stanley T. Blake (1911-1973), former botanist with the Queensland Herbarium. The differences between, and status of, the subspecies require further investigation. Phyllode shape is variable, especially in subsp. diphylla.", mainly occurs in northern coastal and tableland regions grows in drysclerophyllforest and woodland  ,,,,,,,dry,drys,coastal plateaus,coastal tableland,forest_dry_sclerophyll woodland,drysclerophyllforest woodland,,,,,,,,
Acacia blakei subsp. blakei,"Distribution and occurrence: north from Tia Falls (c. 30 km southeast of Walcha). Grows in dry sclerophyll forest and woodland, on granite or sandstone.NSW subdivisions: NC Other Australian states: Qld", north from tia falls c 30 km southeast of walcha grows in drysclerophyllforest and woodland on granite or sandstone  ,,,,,,,dry,drys,,,forest_dry_sclerophyll woodland,drysclerophyllforest woodland,,,granitic sandstone,granite sandstone,sand,sands,,
Acacia blakei subsp. diphylla,"Distribution and occurrence: chiefly in the tributaries of the Manning River to the Clarence River; also recorded from the Coxs River and LakeYarrunga (Tallowa Dam). Grows in dry sclerophyll forest and dry rainforest, on steep slopes.NSW subdivisions: NC, CC, NT, CT Other Australian states: Qld The name 'diphylla' refers to the two types of phyllodes which occur on younger and older plants respectively.", chiefly in the tributaries of the manning river to the clarence river also recorded from the coxs river and lakeyarrunga tallowa dam grows in drysclerophyllforest and dry rainforest on steepslopes  ,,,,,,,dry,drys,slopes_steep,steepslopes,forest_dry_sclerophyll rainforest streams,drysclerophyllforest rainforest rainforest river,,,,,,,,
Acacia blayana,"Distribution and occurrence: Wadbilliga National Park near Bega; rare. Grows in tall sclerophyll forest, in skeletal rocky soils.NSW subdivisions: SC Named after the writer of books and plays, John Charles Blay.", wadbilliga national park near bega rare grows in tall sclerophyllforest in skeletal rockysoils  ,,,,,rare,rare,,,,,forest_sclerophyll,sclerophyllforest sclerophyllforest,,,,,soil_rocky skeletal,rockysoils rockys skeletal,,
Acacia boormanii,"Distribution and occurrence: south from the Cooma district; cultivated and recorded as naturalized in the A.C.T. Grows in sclerophyll woodland and forest, often in gullies and along streams.NSW subdivisions: ST Other Australian states: Vic. Named after John Luke Boorman (1864?-1938), who worked for the Botanic Gardens in Sydney and collected extensively in NSW. Acacia boormanii is similar to A. linifolia which has cream-coloured flower heads, and to A. meiantha which has narrower phyllodes.", south from the cooma district cultivated and recorded as naturalized in the act grows in sclerophyll woodland and forest often in gullies and alongstreams  ,,,,,,,,,gullies streambanks,gullies alongstreams,streambanks cultivated forest sclerophyll woodland,alongstreams cultivated forest sclerophyll woodland,,,,,,,,
Acacia brachybotrya,"Distribution and occurrence: widely distributed, chiefly in southern half of State, west from West Wyalong, with a dubious record for the Peels Ra. in 1817 (NWS). Grows mainly in mallee, common in red earths.NSW subdivisions: ?NWS, CWS, SWS, SWP, SFWP Other Australian states: Vic. S.A. A very variable species requiring revision; a glabrous form occurs in CWS, SWP and SFWP.", widelydistributed chiefly in southern half of state west from west wyalong with a dubious record for the peels ra in 1817 nws grows mainly in mallee common in red earthss  ,,,,,widespread common,widelydistributed common,,,,,mallee,mallee,red,red,,,earths,earthss,,
Acacia brachystachya,"Distribution and occurrence: west from Narromine and Griffith districts. Common in Mulga and heath, on sandhills and rocky ridges.NSW subdivisions: CWS, NWP, SWP, NFWP, SFWP Other Australian states: Qld W.A. S.A. N.T. Related to and easily confused with Acacia ramulosa and Acacia aneura, both of which differ from A. brachystachya in the detail of the pods. It is frequently parasitised by the mistletoe Lysiana exocarpi subsp. diamantinensis. The name refers to the short inflorescence spike.", west from narromine and griffith districts common in mulga and heath on sandhills and rocky ridges  ,,,,,common,common,,,ridges,ridges,heath sandhills woodland_acacia,heath sandhills mulga,,,,,soil_rocky,rocky,,
Acacia brownii,"Distribution and occurrence: west to the Temora area. Grows in dry sclerophyll forest, heath and woodland, in sandy and clay loam soils.NSW subdivisions: NC, CC, SC, NT, CT, ST, NWS, CWS Other Australian states: Qld Vic. Named after the renowned botanist Robert Brown (1773-1858). This species was originally published as 'brownei'.", west to the temora area grows in drysclerophyllforest heath and woodland in sandy and clay loam soils  ,,,,,,,dry,drys,,,forest_dry_sclerophyll heath woodland,drysclerophyllforest heath woodland,,,,,clay loam sand,clay loam sandy,,
Acacia brunioides,"Distribution and occurrence: north from the Glen Innes district. Grows in dry sclerophyll forest and heath, commonly on granite.NSW subdivisions: NC, NT, ?NWS Other Australian states: Qld Qld", north from the glen innes district grows in drysclerophyllforest and heath commonly on granite  ,,,,,,,dry,drys,,,forest_dry_sclerophyll heath,drysclerophyllforest heath,,,granitic,granite,,,,
Acacia brunioides subsp. brunioides,"Distribution and occurrence: Gibraltar Range to Washpool National Park and in and near the McPherson Range, also Tooloom-Urbenville area. Common on rocky outcrops.NSW subdivisions: NC, NT Other Australian states: Qld", gibraltar range to washpool national park and in and near the mcpherson range also tooloomurbenville area common on rocky outcrops  ,,,,,common,common,,,rocky_outcrop,outcrops,,,,,,,soil_rocky,rocky,,
Acacia brunioides subsp. granitica,"Distribution and occurrence: chiefly in the Wallangarra area; recorded from the Backwater and Torrington districts.NSW subdivisions: NT, ?NWS Other Australian states: Qld", chiefly in the wallangarra area recorded from the backwater and torrington districts  ,,,,,,,,,,,,,,,,,,,,
Acacia bulgaensis,"Distribution and occurrence: restricted to the Bulga-Milbrodale-Broke area; rare. Grows in sclerophyll woodland/forest, on sandstone or shale.NSW subdivisions: NC Named after Bulga, the main settlement in the area where A. bulgaensis occurs.", restricted to the bulgamilbrodalebroke area rare grows in sclerophyll woodlandforest on sandstone or shale  ,,,,,rare,rare,,,,,sclerophyll,sclerophyll,,,sandstone shale,sandstone shale,sand,sands,,
Acacia burbidgeae,"Distribution and occurrence: chiefly northwest of Torrington district. Grows in dry sclerophyll forest on granite.NSW subdivisions: ?NT, NWS Other Australian states: Qld Name honours botanist Dr Nancy Tyson Burbidge (1912-1977). Related to Acacia johnsonii which has smaller flower heads and shorter and broader phyllodes, and similar to A. pilligaensis which usually has larger phyllodes with a central midvein.", chiefly northwest of torrington district grows in drysclerophyllforest on granite  ,,,,,,,dry,drys,,,forest_dry_sclerophyll,drysclerophyllforest,,,granitic,granite,,,,
Acacia burkittii,"Distribution and occurrence: west from Nyngan. Grows in mallee, eucalypt and Mulga woodland or shrubland, often on sandhills.NSW subdivisions: NWP, SWP, NFWP, SFWP Other Australian states: W.A. S.A. Probably named after William Christopher Burkitt (1839-1908) who was a sheepfarmer in South Australia. A specimen with broader (to 2 mm wide), ± flat phyllodes has been collected from the Broken Hill area.", west from nyngan grows in mallee eucalypt and mulga woodland or shrubland often on sandhills  ,,,,,,,,,,,mallee sandhills shrubland woodland_acacia woodland,mallee sandhills shrubland mulga woodland,,,,,,,,
