Species,Susceptibility Rating,suggested_name,accepted_name,family,taxon_distribution
Hakea victoria,low_susceptibility,Hakea victoria,Hakea victoria,Proteaceae,WA
Hibbertia commutata,low_susceptibility highly_susceptible,Hibbertia commutata [alternative possible names: Hibbertia pilosa (pro parte misapplied)],Hibbertia commutata,Dilleniaceae,WA
Leucopogon parviflorus,low_susceptibility susceptible_but_degree_unknown,Leucopogon parviflorus,Leucopogon parviflorus,Ericaceae,"WA, SA, Qld, NSW, LHI, Vic, Tas"
Darwinia squarrosa V,low_susceptibility moderately_susceptible susceptible_but_degree_unknown,Darwinia squarrosa,Darwinia squarrosa,Myrtaceae,WA
Isopogon attenuatus,low_susceptibility susceptible_but_degree_unknown,Isopogon attenuatus,Isopogon attenuatus,Proteaceae,WA
Darwinia hypericifolia,low_susceptibility moderately_susceptible,Darwinia hypericifolia,Darwinia hypericifolia,Myrtaceae,WA
Verticordia carinata V,low_susceptibility moderately_susceptible,Verticordia carinata,Verticordia carinata,Myrtaceae,WA
Olearia pannosa s.l.,moderately_susceptible,Olearia pannosa,Olearia pannosa,Asteraceae,"SA, Vic"
Allocasuarina crassa,moderately_susceptible,Allocasuarina crassa,Allocasuarina crassa,Casuarinaceae,Tas
Allocasuarina fibrosa V,moderately_susceptible,Allocasuarina fibrosa,Allocasuarina fibrosa,Casuarinaceae,WA
Allocasuarina grevilleoides,moderately_susceptible,Allocasuarina grevilleoides,Allocasuarina grevilleoides,Casuarinaceae,WA
Allocasuarina ramosissima,moderately_susceptible,Allocasuarina ramosissima,Allocasuarina ramosissima,Casuarinaceae,WA
Allocasuarina tessellata,moderately_susceptible,Allocasuarina tessellata,Allocasuarina tessellata,Casuarinaceae,WA
Allocasuarina tortiramula,moderately_susceptible,Allocasuarina tortiramula,Allocasuarina tortiramula,Casuarinaceae,WA
Elaeocarpus holopetalus,moderately_susceptible,Elaeocarpus holopetalus,Elaeocarpus holopetalus,Elaeocarpaceae,"NSW, Vic"
Cosmelia rubra,moderately_susceptible,Cosmelia rubra,Cosmelia rubra,Ericaceae,WA
Epacris exserta E,moderately_susceptible,Epacris exserta,Epacris exserta,Ericaceae,Tas
Epacris glabella E,moderately_susceptible,Epacris glabella,Epacris glabella,Ericaceae,Tas
Epacris stuartii CE,moderately_susceptible,Epacris stuartii,Epacris stuartii,Ericaceae,Tas
Leucopogon corifolius,moderately_susceptible,Leucopogon reflexus,Leucopogon reflexus,Ericaceae,WA
Leucopogon cymbiformis,moderately_susceptible,Styphelia cymbiformis,Styphelia cymbiformis,Ericaceae,WA
Leucopogon esquamatus,moderately_susceptible,Styphelia esquamata,Styphelia esquamata,Ericaceae,"NSW, Vic, Tas"
Lysinema conspicuum,moderately_susceptible,Lysinema conspicuum,Lysinema conspicuum,Ericaceae,WA
Lysinema elegans,moderately_susceptible,Lysinema elegans,Lysinema elegans,Ericaceae,WA
Chorizema carinatum,moderately_susceptible,Chorizema carinatum,Chorizema carinatum,Fabaceae,WA
Daviesia bursarioides E,moderately_susceptible,Daviesia bursarioides,Daviesia bursarioides,Fabaceae,WA
Daviesia chapmanii,moderately_susceptible,Daviesia chapmanii,Daviesia chapmanii,Fabaceae,WA
Daviesia debilior subsp. sinuans,moderately_susceptible,Daviesia debilior subsp. sinuans,Daviesia debilior subsp. sinuans,Fabaceae,WA
Daviesia dielsii,moderately_susceptible,Daviesia dielsii,Daviesia dielsii,Fabaceae,WA
Daviesia epiphyllum,moderately_susceptible,Daviesia epiphyllum,Daviesia epiphyllum,Fabaceae,WA
Daviesia euphorbioides E,moderately_susceptible,Daviesia euphorbioides,Daviesia euphorbioides,Fabaceae,WA
Daviesia lineata,moderately_susceptible,Daviesia lineata,Daviesia lineata,Fabaceae,WA
Daviesia oxylobium,moderately_susceptible,Daviesia oxylobium,Daviesia oxylobium,Fabaceae,WA
Daviesia pteroclada,moderately_susceptible,Daviesia pteroclada,Daviesia pteroclada,Fabaceae,WA
Daviesia speciosa E,moderately_susceptible,Daviesia speciosa,Daviesia speciosa,Fabaceae,WA
Daviesia spiralis,moderately_susceptible,Daviesia spiralis,Daviesia spiralis,Fabaceae,WA
Gastrolobium tetragonophyllum,moderately_susceptible,Gastrolobium tetragonophyllum,Gastrolobium tetragonophyllum,Fabaceae,WA
Hovea corrickiae,moderately_susceptible,Hovea corrickiae,Hovea corrickiae,Fabaceae,"Vic, Tas"
Jacksonia carduacea,moderately_susceptible,Jacksonia carduacea,Jacksonia carduacea,Fabaceae,WA
Jacksonia grevilleoides,moderately_susceptible,Jacksonia grevilleoides,Jacksonia grevilleoides,Fabaceae,WA
Jacksonia sericea,moderately_susceptible,Jacksonia sericea,Jacksonia sericea,Fabaceae,WA
Jacksonia sp. aff. furcelata,moderately_susceptible,Jacksonia sp. [Jacksonia sp. aff. furcelata],,Fabaceae,
Sphaerolobium acanthos,moderately_susceptible,Sphaerolobium acanthos,Sphaerolobium acanthos,Fabaceae,Vic
Acacia axillaris V,moderately_susceptible,Acacia axillaris,Acacia axillaris,Fabaceae,Tas
Acacia siculiformis,moderately_susceptible,Acacia siculiformis,Acacia siculiformis,Fabaceae,"NSW, ACT, Vic, Tas"
Beaufortia micrantha,moderately_susceptible,Beaufortia micrantha,Beaufortia micrantha,Myrtaceae,WA
Darwinia sp. Stirling Range V,moderately_susceptible,Darwinia nubigena,Darwinia nubigena,Myrtaceae,WA
Kunzea recurva s.l.,moderately_susceptible,Kunzea recurva,Kunzea recurva,Myrtaceae,WA
Melaleuca thymoides,moderately_susceptible,Melaleuca thymoides,Melaleuca thymoides,Myrtaceae,WA
Thryptomene calycina,moderately_susceptible,Thryptomene calycina,Thryptomene calycina,Myrtaceae,"SA (presumed extinct), Vic"
Banksia gardneri var. brevidentata,moderately_susceptible,Banksia gardneri var. brevidentata,Banksia gardneri var. brevidentata,Proteaceae,WA
Banksia gardneri var. gardneri,moderately_susceptible,Banksia gardneri var. gardneri,Banksia gardneri var. gardneri,Proteaceae,WA
Banksia repens,moderately_susceptible,Banksia repens,Banksia repens,Proteaceae,WA
Conospermum caeruleum s.l.,moderately_susceptible,Conospermum caeruleum,Conospermum caeruleum,Proteaceae,WA
Conospermum coerulescens subsp. dorrienii,moderately_susceptible,Conospermum coerulescens subsp. dorrienii,Conospermum coerulescens subsp. dorrienii,Proteaceae,WA
Conospermum hookeri,moderately_susceptible,Conospermum hookeri,Conospermum hookeri,Proteaceae,Tas
Dryandra calophylla,moderately_susceptible,Banksia calophylla,Banksia calophylla,Proteaceae,WA
Dryandra cirsioides,moderately_susceptible,Banksia cirsioides,Banksia cirsioides,Proteaceae,WA
Dryandra polycephala,moderately_susceptible,Banksia polycephala,Banksia polycephala,Proteaceae,WA
Franklandia fucifolia,moderately_susceptible,Franklandia fucifolia,Franklandia fucifolia,Proteaceae,WA
Grevillea confertifolia,moderately_susceptible,Grevillea confertifolia,Grevillea confertifolia,Proteaceae,Vic
Grevillea pieroniae,moderately_susceptible,Grevillea pieroniae,,Proteaceae,
Grevillea tripartita,moderately_susceptible,Grevillea tripartita,Grevillea tripartita,Proteaceae,WA
Hakea elliptica,moderately_susceptible,Hakea elliptica,Hakea elliptica,Proteaceae,"WA, Vic (doubtfully naturalised)"
Hakea lasiantha,moderately_susceptible,Hakea lasiantha,Hakea lasiantha,Proteaceae,WA
Hakea lasiocarpha,moderately_susceptible,Hakea lasiocarpha [alternative possible names: Hakea varia (pro parte misapplied)],Hakea lasiocarpha,Proteaceae,WA
Hakea lehmanniana,moderately_susceptible,Hakea lehmanniana,Hakea lehmanniana,Proteaceae,WA
Isopogon heterophyllus,moderately_susceptible,Isopogon formosus subsp. formosus,Isopogon formosus subsp. formosus,Proteaceae,WA
Isopogon scabriusculus,moderately_susceptible,Isopogon scabriusculus,Isopogon scabriusculus,Proteaceae,WA
Isopogon teretifolius var. petrophiloides,moderately_susceptible,Isopogon teretifolius,Isopogon teretifolius,Proteaceae,WA
Isopogon tripartitus,moderately_susceptible,Isopogon trilobus,Isopogon trilobus,Proteaceae,WA
Persoonia trinervis,moderately_susceptible,Persoonia trinervis,Persoonia trinervis,Proteaceae,WA
Petrophile biternata,moderately_susceptible,Petrophile biternata,Petrophile biternata,Proteaceae,WA
Petrophile crispata,moderately_susceptible,Petrophile crispata,Petrophile crispata,Proteaceae,WA
Petrophile incurvata,moderately_susceptible,Petrophile incurvata,Petrophile incurvata,Proteaceae,WA
Petrophile plumosa,moderately_susceptible,Petrophile plumosa,Petrophile plumosa,Proteaceae,WA
Petrophile seminuda,moderately_susceptible,Petrophile seminuda,Petrophile seminuda,Proteaceae,WA
Stirlingia tenuifolia var. anethifolia,moderately_susceptible,Stirlingia anethifolia,Stirlingia anethifolia,Proteaceae,WA
Stirlingia tenuifolia var. tenuifolia,moderately_susceptible,Stirlingia tenuifolia,Stirlingia tenuifolia,Proteaceae,WA
Restio laxocarya,moderately_susceptible,Loxocarya cinerea,Loxocarya cinerea,Restionaceae,WA
Leionema ralstonii V,moderately_susceptible,Leionema ralstonii,Leionema ralstonii,Rutaceae,NSW
Stylidium graminifolium s. l.,moderately_susceptible,Stylidium graminifolium [alternative possible names: Stylidium armeria (pro parte misapplied) | Stylidium montanum (pro parte misapplied) | Stylidium armeria (misapplied) | Stylidium montanum (misapplied)],Stylidium graminifolium,Stylidiaceae,"SA, Qld, NSW, ACT, Vic, Tas"
Pimelea rosea,moderately_susceptible,Pimelea rosea,Pimelea rosea,Thymelaeaceae,WA
Tetratheca gunnii CE,moderately_susceptible,Tetratheca gunnii,Tetratheca gunnii,Elaeocarpaceae,Tas
Gastrolobium rubrum,moderately_susceptible,Gastrolobium rubrum,Gastrolobium rubrum,Fabaceae,WA
Agonis hypericifolia,moderately_susceptible,Leptospermum hypericifolium,,Myrtaceae,
Banksia micrantha,moderately_susceptible,Banksia micrantha,Banksia micrantha,Proteaceae,WA
Dryandra hirsuta,moderately_susceptible,Banksia hirta,Banksia hirta,Proteaceae,WA
Hakea ambigua,moderately_susceptible,Hakea ambigua,Hakea ambigua,Proteaceae,WA
Hakea crassifolia,moderately_susceptible,Hakea pandanicarpa subsp. crassifolia,Hakea pandanicarpa subsp. crassifolia,Proteaceae,WA
Leucopogon lasiophyllus,moderately_susceptible highly_susceptible,Leucopogon lasiophyllus,Leucopogon lasiophyllus,Ericaceae,WA
Banksia solandri,moderately_susceptible highly_susceptible,Banksia solandri,Banksia solandri,Proteaceae,WA
Aotus genistoides,moderately_susceptible susceptible_but_degree_unknown,Aotus genistoides,Aotus genistoides,Fabaceae,WA
Darwinia wittwerorum E,moderately_susceptible susceptible_but_degree_unknown,Darwinia wittwerorum,Darwinia wittwerorum,Myrtaceae,WA
Banksia aculeata,moderately_susceptible susceptible_but_degree_unknown,Banksia aculeata,Banksia aculeata,Proteaceae,WA
Darwinia collina E,moderately_susceptible susceptible_but_degree_unknown,Darwinia collina,Darwinia collina,Myrtaceae,WA
Daviesia pseudaphylla E,moderately_susceptible susceptible_but_degree_unknown low_susceptibility,Daviesia pseudaphylla,Daviesia pseudaphylla,Fabaceae,WA
Dryandra plumosa subsp. denticulata,moderately_susceptible highly_susceptible,Banksia plumosa subsp. denticulata,Banksia plumosa subsp. denticulata,Proteaceae,WA
Thysanotus multiflorus,presumed_resistant,Thysanotus multiflorus,Thysanotus multiflorus,Asparagaceae,WA
Thysanotus thyrsoides,presumed_resistant,Thysanotus thyrsoideus,Thysanotus thyrsoideus,Asparagaceae,WA
Trichocline spathulata,presumed_resistant,Trichocline spathulata,Trichocline spathulata,Asteraceae,WA
Labichea punctata,presumed_resistant,Labichea punctata,Labichea punctata,Fabaceae,WA
Mesomelaena graciliceps,presumed_resistant,Mesomelaena graciliceps,Mesomelaena graciliceps,Cyperaceae,WA
Hibbertia huegelii,presumed_resistant,Hibbertia huegelii,Hibbertia huegelii,Dilleniaceae,WA
Monotaxis occidentalis,presumed_resistant,Monotaxis occidentalis,Monotaxis occidentalis,Euphorbiaceae,WA
Chorizema rhombeum,presumed_resistant,Chorizema rhombeum,Chorizema rhombeum,Fabaceae,WA
Scaevola calliptera,presumed_resistant,Scaevola calliptera,Scaevola calliptera,Goodeniaceae,WA
Patersonia babianoides,presumed_resistant,Patersonia babianoides,Patersonia babianoides,Iridaceae,WA
Olax benthamiana,presumed_resistant,Olax benthamiana,Olax benthamiana,Olacaceae,WA
Amphipogon amphipogonoides,presumed_resistant,Amphipogon amphipogonoides,Amphipogon amphipogonoides,Poaceae,WA
Opercularia echinocephala,presumed_resistant,Opercularia echinocephala,Opercularia echinocephala,Rubiaceae,WA
Opercularia vaginata,presumed_resistant,Opercularia vaginata,Opercularia vaginata,Rubiaceae,WA
Stylidium junceum,presumed_resistant,Stylidium junceum [alternative possible names: Stylidium hesperium (pro parte misapplied) | Stylidium hygrophilum (pro parte misapplied) | Stylidium laciniatum (pro parte misapplied) | Stylidium scariosum (pro parte misapplied) | Stylidium squamosotuberosum (pro parte misapplied) | Stylidium hesperium (misapplied) | Stylidium scariosum (misapplied)],Stylidium junceum,Stylidiaceae,WA
Stylidium schoenoides,presumed_resistant,Stylidium schoenoides,Stylidium schoenoides,Stylidiaceae,WA
Hybanthus floribundus,presumed_resistant,Hybanthus floribundus,Hybanthus floribundus,Violaceae,"WA, SA, NSW, Vic"
Comesperma virgatum,presumed_resistant field_resistant,Comesperma virgatum,Comesperma virgatum,Polygalaceae,WA
Alstonia muelleriana,susceptible_but_degree_unknown,Alstonia muelleriana,Alstonia muelleriana,Apocynaceae,Qld
Polyscias murrayi,susceptible_but_degree_unknown,Polyscias murrayi,Polyscias murrayi,Araliaceae,"Qld, NSW, Vic"
Oraniopsis appendiculata,susceptible_but_degree_unknown,Oraniopsis appendiculata,Oraniopsis appendiculata,Arecaceae,Qld
Argentipallium obtusifolium,susceptible_but_degree_unknown,Argentipallium obtusifolium,Argentipallium obtusifolium,Asteraceae,"SA, NSW, Vic, Tas"
Brachyscome uliginosa,susceptible_but_degree_unknown,Allittia uliginosa,Allittia uliginosa,Asteraceae,"SA, Vic"
Allocasuarina monilifera,susceptible_but_degree_unknown,Allocasuarina monilifera,Allocasuarina monilifera,Casuarinaceae,Tas
Allocasuarina muelleriana s.l.,susceptible_but_degree_unknown,Allocasuarina muelleriana,Allocasuarina muelleriana,Casuarinaceae,"SA, Vic"
Allocasuarina paludosa,susceptible_but_degree_unknown,Allocasuarina paludosa,Allocasuarina paludosa,Casuarinaceae,"SA, NSW, Vic, Tas"
Allocasuarina pusilla,susceptible_but_degree_unknown,Allocasuarina pusilla,Allocasuarina pusilla,Casuarinaceae,"SA, Vic"
Anodopetalum biglandulosum,susceptible_but_degree_unknown,Anodopetalum biglandulosum,Anodopetalum biglandulosum,Cunoniaceae,Tas
Gillbeea adenopetala,susceptible_but_degree_unknown,Gillbeea adenopetala,Gillbeea adenopetala,Cunoniaceae,Qld
Actinostrobus pyramidalis,susceptible_but_degree_unknown,Callitris pyramidalis,Callitris pyramidalis,Cupressaceae,WA
Hibbertia acerosa,susceptible_but_degree_unknown,Hibbertia acerosa,Hibbertia acerosa,Dilleniaceae,WA
Hibbertia desmophylla,susceptible_but_degree_unknown,Hibbertia desmophylla,Hibbertia desmophylla,Dilleniaceae,WA
Hibbertia furfuracea,susceptible_but_degree_unknown,Hibbertia furfuracea,Hibbertia furfuracea,Dilleniaceae,WA
Hibbertia inconspicua,susceptible_but_degree_unknown,Hibbertia inconspicua,Hibbertia inconspicua,Dilleniaceae,WA
Hibbertia lineata,susceptible_but_degree_unknown,Hibbertia lineata,Hibbertia lineata,Dilleniaceae,WA
Hibbertia procumbens,susceptible_but_degree_unknown,Hibbertia procumbens [alternative possible names: Hibbertia obtusifolia (pro parte misapplied)],Hibbertia procumbens,Dilleniaceae,"NSW, Vic, Tas"
Hibbertia prostrata,susceptible_but_degree_unknown,Hibbertia fasciculata,Hibbertia fasciculata,Dilleniaceae,"SA, Qld, NSW, Vic, Tas"
Hibbertia riparia,susceptible_but_degree_unknown,Hibbertia riparia [alternative possible names: Hibbertia australis (pro parte misapplied) | Hibbertia devitata (pro parte misapplied) | Hibbertia setifera (pro parte misapplied) | Hibbertia australis (misapplied) | Hibbertia stricta (misapplied)],Hibbertia riparia,Dilleniaceae,"SA, Qld, NSW, Vic, Tas"
Hibbertia stricta,susceptible_but_degree_unknown,Hibbertia stricta [alternative possible names: Hibbertia australis (pro parte misapplied) | Hibbertia devitata (pro parte misapplied) | Hibbertia glebosa subsp. oblonga (pro parte misapplied) | Hibbertia glebosa (pro parte misapplied) | Hibbertia glebosa subsp. glebosa (pro parte misapplied) | Hibbertia platyphylla (pro parte misapplied) | Hibbertia platyphylla subsp. platyphylla (pro parte misapplied) | Hibbertia riparia (pro parte misapplied) | Hibbertia australis (misapplied) | Hibbertia glebosa (misapplied) | Hibbertia glebosa subsp. glebosa (misapplied) | Hibbertia gracilipes (misapplied) | Hibbertia platyphylla subsp. platyphylla (misapplied) | Hibbertia riparia (misapplied)],Hibbertia stricta,Dilleniaceae,"Qld, NSW"
Elaeocarpus foveolatus,susceptible_but_degree_unknown,Elaeocarpus foveolatus,Elaeocarpus foveolatus,Elaeocarpaceae,Qld
Elaeocarpus sericopetalus,susceptible_but_degree_unknown,Elaeocarpus sericopetalus,Elaeocarpus sericopetalus,Elaeocarpaceae,Qld
Sloanea australis subsp. parviflora,susceptible_but_degree_unknown,Sloanea australis subsp. parviflora,Sloanea australis subsp. parviflora,Elaeocarpaceae,Qld
Acrotriche fasciculiflora,susceptible_but_degree_unknown,Acrotriche fasciculiflora,Acrotriche fasciculiflora,Ericaceae,SA
Acrotriche serrulata,susceptible_but_degree_unknown,Acrotriche serrulata [alternative possible names: Acrotriche affinis (pro parte misapplied)],Acrotriche serrulata,Ericaceae,"SA, NSW, ACT, Vic, Tas"
Andersonia ferricola,susceptible_but_degree_unknown,Andersonia ferricola,Andersonia ferricola,Ericaceae,WA
Astroloma ciliatum,susceptible_but_degree_unknown,Styphelia discolor,Styphelia discolor,Ericaceae,WA
Astroloma conostephioides,susceptible_but_degree_unknown,Stenanthera conostephioides,Stenanthera conostephioides,Ericaceae,"SA, Vic"
Astroloma pinifolium,susceptible_but_degree_unknown,Stenanthera pinifolia,Stenanthera pinifolia,Ericaceae,"NSW, Vic, Tas"
Brachyloma ciliatum,susceptible_but_degree_unknown,Brachyloma ciliatum,Brachyloma ciliatum,Ericaceae,"SA, Vic, Tas"
Brachyloma daphnoides s.l.,susceptible_but_degree_unknown,Brachyloma daphnoides,Brachyloma daphnoides,Ericaceae,"SA, Qld, NSW, ACT, Vic"
Conostephium pendulum,susceptible_but_degree_unknown,Conostephium pendulum,Conostephium pendulum,Ericaceae,WA
Epacris lanuginosa,susceptible_but_degree_unknown,Epacris lanuginosa,Epacris lanuginosa,Ericaceae,"NSW, Vic, Tas"
Epacris obtusifolia,susceptible_but_degree_unknown,Epacris obtusifolia,Epacris obtusifolia,Ericaceae,"Qld, NSW, Vic, Tas"
Leptecophylla juniperina,susceptible_but_degree_unknown,Leptecophylla juniperina,,Ericaceae,
Leucopogon concinnus,susceptible_but_degree_unknown,Styphelia concinna,Styphelia concinna,Ericaceae,WA
Leucopogon concurvus,susceptible_but_degree_unknown,Leucopogon concurvus,Leucopogon concurvus,Ericaceae,SA
Leucopogon distans var. contractus,susceptible_but_degree_unknown,Leucopogon penicillatus,Leucopogon penicillatus,Ericaceae,WA
Leucopogon elegens,susceptible_but_degree_unknown,Leucopogon elegans,Leucopogon elegans,Ericaceae,WA
Leucopogon glacialis,susceptible_but_degree_unknown,Leucopogon glacialis,Leucopogon glacialis,Ericaceae,"SA, Vic"
Leucopogon gracillimus,susceptible_but_degree_unknown,Leucopogon gracillimus,Leucopogon gracillimus,Ericaceae,WA
Leucopogon pulchellus,susceptible_but_degree_unknown,Leucopogon pulchellus,Leucopogon pulchellus,Ericaceae,WA
Leucopogon revolutus,susceptible_but_degree_unknown,Leucopogon obovatus subsp. revolutus,Leucopogon obovatus subsp. revolutus,Ericaceae,WA
Leucopogon virgatus,susceptible_but_degree_unknown,Leucopogon virgatus,Leucopogon virgatus,Ericaceae,"SA, Qld, NSW, ACT, Vic, Tas"
Monotoca elliptica,susceptible_but_degree_unknown,Monotoca elliptica [alternative possible names: Monotoca oreophila (pro parte misapplied)],Monotoca elliptica,Ericaceae,"NSW, Vic, Tas"
Monotoca glauca,susceptible_but_degree_unknown,Monotoca glauca,Monotoca glauca,Ericaceae,"Vic, Tas"
Monotoca tamariscina,susceptible_but_degree_unknown,Dielsiodoxa tamariscina,Dielsiodoxa tamariscina,Ericaceae,WA
Styphelia adscendens,susceptible_but_degree_unknown,Styphelia adscendens,Styphelia adscendens,Ericaceae,"SA (native and naturalised), NSW, Vic, Tas"
Mallotus polyadenos,susceptible_but_degree_unknown,Mallotus polyadenos,Mallotus polyadenos,Euphorbiaceae,Qld
Bossiaea eriocarpa,susceptible_but_degree_unknown,Bossiaea eriocarpa,Bossiaea eriocarpa,Fabaceae,WA
Daviesia brevifolia,susceptible_but_degree_unknown,Daviesia brevifolia,Daviesia brevifolia,Fabaceae,"SA, Vic"
Daviesia incrassata s.l.,susceptible_but_degree_unknown,Daviesia incrassata,Daviesia incrassata,Fabaceae,WA
Daviesia latifolia,susceptible_but_degree_unknown,Daviesia latifolia,Daviesia latifolia,Fabaceae,"Qld, NSW, Vic, Tas"
Daviesia rhombifolia,susceptible_but_degree_unknown,Daviesia rhombifolia,Daviesia rhombifolia,Fabaceae,WA
Dillwynia phylicoides,susceptible_but_degree_unknown,Dillwynia phylicoides,Dillwynia phylicoides,Fabaceae,"Qld, NSW, ACT, Vic"
Gastrolobium crenulatum,susceptible_but_degree_unknown,Gastrolobium crenulatum,Gastrolobium crenulatum,Fabaceae,WA
Gastrolobium papilio,susceptible_but_degree_unknown,Gastrolobium papilio,Gastrolobium papilio,Fabaceae,WA
Hovea elliptica,susceptible_but_degree_unknown,Hovea elliptica,Hovea elliptica,Fabaceae,WA
Hovea linearis,susceptible_but_degree_unknown,Hovea linearis [alternative possible names: Hovea heterophylla (pro parte taxonomic synonym) | Hovea heterophylla (misapplied)],Hovea linearis,Fabaceae,"SA, Qld, NSW"
Hovea pungens,susceptible_but_degree_unknown,Hovea pungens,Hovea pungens,Fabaceae,WA
Jacksonia calycina,susceptible_but_degree_unknown,Jacksonia calycina,Jacksonia calycina,Fabaceae,WA
Jacksonia horrida,susceptible_but_degree_unknown,Jacksonia horrida,Jacksonia horrida,Fabaceae,WA
Latrobea genistoides,susceptible_but_degree_unknown,Latrobea genistoides,Latrobea genistoides,Fabaceae,WA
Latrobea hirtella,susceptible_but_degree_unknown,Latrobea hirtella,Latrobea hirtella,Fabaceae,WA
Platylobium obtusangulum,susceptible_but_degree_unknown,Platylobium obtusangulum,Platylobium obtusangulum,Fabaceae,"SA, Vic, Tas"
Pultenaea humilis,susceptible_but_degree_unknown,Pultenaea humilis,Pultenaea humilis,Fabaceae,"NSW, Vic, Tas"
Pultenaea mollis,susceptible_but_degree_unknown,Pultenaea mollis,Pultenaea mollis,Fabaceae,"NSW, Vic, Tas"
Pultenaea pedunculata,susceptible_but_degree_unknown,Pultenaea pedunculata,Pultenaea pedunculata,Fabaceae,"SA, NSW, Vic, Tas"
Pultenaea scabra,susceptible_but_degree_unknown,Pultenaea scabra,Pultenaea scabra,Fabaceae,"SA, Qld, NSW, Vic"
Nothofagus cunninghamii,susceptible_but_degree_unknown,Nothofagus cunninghamii,Nothofagus cunninghamii,Nothofagaceae,"Vic, Tas"
Gleichenia dicarpa,susceptible_but_degree_unknown,Gleichenia dicarpa,Gleichenia dicarpa,Gleicheniaceae,"NT, Qld, NSW, ACT, Vic, Tas"
Dampiera alata,susceptible_but_degree_unknown,Dampiera alata,Dampiera alata,Goodeniaceae,WA
Goodenia hederacea s.l.,susceptible_but_degree_unknown,Goodenia hederacea,Goodenia hederacea,Goodeniaceae,"Qld, NSW, ACT, Vic"
Goodenia humilis,susceptible_but_degree_unknown,Goodenia humilis,Goodenia humilis,Goodeniaceae,"SA, NSW, Vic, Tas"
Goodenia lanata,susceptible_but_degree_unknown,Goodenia lanata,Goodenia lanata,Goodeniaceae,"Vic, Tas"
Gonocarpus mezianus,susceptible_but_degree_unknown,Gonocarpus mezianus,Gonocarpus mezianus,Haloragaceae,"SA, Vic"
Patersonia glabrata,susceptible_but_degree_unknown,Patersonia glabrata,Patersonia glabrata,Iridaceae,"Qld, NSW, Vic"
Prostanthera decussata,susceptible_but_degree_unknown,Prostanthera decussata,Prostanthera decussata,Lamiaceae,"NSW, ACT, Vic"
Beilschmiedia bancroftii,susceptible_but_degree_unknown,Beilschmiedia bancroftii,Beilschmiedia bancroftii,Lauraceae,Qld
Beilschmiedia tooram,susceptible_but_degree_unknown,Beilschmiedia tooram,Beilschmiedia tooram,Lauraceae,Qld
Cryptocarya mackinnoniana,susceptible_but_degree_unknown,Cryptocarya mackinnoniana,Cryptocarya mackinnoniana,Lauraceae,Qld
Endiandra bessaphila,susceptible_but_degree_unknown,Endiandra bessaphila,Endiandra bessaphila,Lauraceae,Qld
Acacia campylophylla,susceptible_but_degree_unknown,Acacia campylophylla,Acacia campylophylla,Fabaceae,WA
Acacia mitchelli,susceptible_but_degree_unknown,Acacia mitchellii,Acacia mitchellii,Fabaceae,"SA, NSW, Vic"
Acacia mucronata s.l.,susceptible_but_degree_unknown,Acacia mucronata,Acacia mucronata,Fabaceae,"NSW, Vic, Tas"
Acacia oxycedrus,susceptible_but_degree_unknown,Acacia oxycedrus,Acacia oxycedrus,Fabaceae,"SA, NSW, Vic"
Acacia paradoxa,susceptible_but_degree_unknown,Acacia paradoxa,Acacia paradoxa,Fabaceae,"WA (naturalised), SA, Qld, NSW, ACT, Vic, Tas (naturalised)"
Rapanea achradifolia,susceptible_but_degree_unknown,Myrsine achradifolia,Myrsine achradifolia,Primulaceae,Qld
Calothamnus villosus,susceptible_but_degree_unknown,Calothamnus villosus,Calothamnus villosus,Myrtaceae,WA
Chamelaucium erythrochlora,susceptible_but_degree_unknown,Chamelaucium erythrochlorum,Chamelaucium erythrochlorum,Myrtaceae,WA
Chamelaucium griffinii,susceptible_but_degree_unknown,Chamelaucium sp. Cataby (G.J.Keighery 11009),Chamelaucium sp. Cataby (G.J.Keighery 11009),Myrtaceae,WA
Chamelaucium roycei,susceptible_but_degree_unknown,Chamelaucium roycei,Chamelaucium roycei,Myrtaceae,WA
Darwinia macrostegia,susceptible_but_degree_unknown,Darwinia macrostegia,Darwinia macrostegia,Myrtaceae,WA
Eucalyptus aromaphloia,susceptible_but_degree_unknown,Eucalyptus aromaphloia,Eucalyptus aromaphloia,Myrtaceae,Vic
Eucalyptus baxteri,susceptible_but_degree_unknown,Eucalyptus baxteri,Eucalyptus baxteri,Myrtaceae,"SA, NSW, Vic"
Eucalyptus consideniana,susceptible_but_degree_unknown,Eucalyptus consideniana,Eucalyptus consideniana,Myrtaceae,"NSW, Vic"
Eucalyptus dives,susceptible_but_degree_unknown,Eucalyptus dives,Eucalyptus dives,Myrtaceae,"NSW, ACT, Vic"
Eucalyptus globoidea,susceptible_but_degree_unknown,Eucalyptus globoidea,Eucalyptus globoidea,Myrtaceae,"NSW, Vic"
Eucalyptus macrorhyncha,susceptible_but_degree_unknown,Eucalyptus macrorhyncha,Eucalyptus macrorhyncha,Myrtaceae,"SA, NSW, ACT, Vic"
Eucalyptus radiata,susceptible_but_degree_unknown,Eucalyptus radiata,Eucalyptus radiata,Myrtaceae,"Qld, NSW, ACT, Vic, Tas"
Eucalyptus willisii s.l.,susceptible_but_degree_unknown,Eucalyptus willisii,Eucalyptus willisii,Myrtaceae,Vic
Kunzea sulphurea,susceptible_but_degree_unknown,Kunzea sulphurea,Kunzea sulphurea,Myrtaceae,WA
